Date,Actual,GRU_Pred
2025-07-01,1582.57275390625,1585.163
2025-07-02,1586.2169189453125,1583.3954
2025-07-03,1594.293212890625,1585.9835
2025-07-04,1615.96142578125,1592.3438
2025-07-07,1602.4681396484375,1607.2235
2025-07-08,1613.9915771484375,1609.9441
2025-07-09,1609.0670166015625,1613.1836
2025-07-10,1591.43701171875,1613.2449
2025-07-11,1570.85205078125,1603.4524
2025-07-14,1546.623046875,1585.6443
2025-07-15,1561.6922607421875,1562.9167
2025-07-16,1583.6561279296875,1558.437
2025-07-17,1559.6240234375,1572.5587
2025-07-18,1562.1846923828125,1571.5018
2025-07-21,1560.4119873046875,1566.7734
2025-07-22,1547.2139892578125,1563.3416
2025-07-23,1550.7596435546875,1555.5204
2025-07-24,1529.0914306640625,1552.1237
2025-07-25,1492.84619140625,1540.9595
2025-07-28,1493.1417236328125,1514.5885
2025-07-29,1490.8763427734375,1497.7734
2025-07-30,1496.0965576171875,1491.6302
2025-07-31,1486.247314453125,1493.4495
2025-08-01,1447.4412841796875,1490.9666
2025-08-04,1458.177001953125,1468.5762
2025-08-05,1438.2816162109375,1457.2454
2025-08-06,1415.037353515625,1445.7506
2025-08-07,1415.234375,1427.7479
2025-08-08,1401.6424560546875,1416.7878
2025-08-11,1406.66552734375,1406.719
2025-08-12,1402.62744140625,1403.7776
2025-08-13,1405.0897216796875,1402.1589
2025-08-14,1425.8714599609375,1402.4602
2025-08-18,1414.1510009765625,1413.096
2025-08-19,1418.2877197265625,1415.757
2025-08-20,1473.6402587890625,1416.3818
2025-08-21,1473.8372802734375,1443.4464
2025-08-22,1465.0714111328125,1465.252
2025-08-25,1508.9989013671875,1469.3612
2025-08-26,1506.53662109375,1488.4778
2025-08-28,1477.4814453125,1502.4034
2025-08-29,1447.4412841796875,1492.8904
2025-09-01,1476.7921142578125,1466.9166
2025-09-02,1476.1025390625,1465.2546
2025-09-03,1456.798095703125,1471.7467
2025-09-04,1440.94091796875,1466.4778
2025-09-05,1422.8182373046875,1452.1276
2025-09-08,1411.2947998046875,1433.9321
2025-09-09,1481.6181640625,1418.3922
2025-09-10,1509.491455078125,1445.5931
2025-09-11,1486.9366455078125,1485.0067
2025-09-12,1502.596923828125,1495.4618
2025-09-15,1485.6563720703125,1499.5588
2025-09-16,1488.5126953125,1493.1826
2025-09-17,1499.4453125,1488.9802
2025-09-18,1517.370849609375,1493.631
2025-09-19,1516.976806640625,1507.2979
2025-09-22,1476.8905029296875,1516.0924
2025-09-23,1474.920654296875,1498.6161
2025-09-24,1472.0643310546875,1481.7699
2025-09-25,1462.4122314453125,1473.571
2025-09-26,1427.053466796875,1466.9911
2025-09-29,1420.060546875,1446.052
2025-09-30,1420.060546875,1427.7921
2025-10-01,1424.000244140625,1419.871
2025-10-03,1424.7880859375,1420.339
2025-10-06,1453.744873046875,1422.6636
2025-10-07,1436.5086669921875,1437.9418
2025-10-08,1472.4583740234375,1440.9244
2025-10-09,1486.5428466796875,1455.8867
2025-10-10,1492.058349609375,1474.5676
2025-10-13,1470.6854248046875,1487.3569
2025-10-14,1467.435302734375,1481.5138
2025-10-15,1452.1690673828125,1472.1182
2025-10-16,1449.312744140625,1459.9551
2025-10-17,1419.37109375,1451.8632
2025-10-20,1438.87255859375,1434.2651
2025-10-21,1450.19921875,1431.9526
2025-10-23,1505.4532470703125,1440.9572
2025-10-24,1502.4000244140625,1474.8904
2025-10-27,1504.5,1497.3303
2025-10-28,1500.199951171875,1505.1859
2025-10-29,1510.4000244140625,1503.6301
2025-10-30,1493.800048828125,1506.2767
2025-10-31,1482.300048828125,1501.2188
2025-11-03,1485.5,1490.6234
2025-11-04,1467.9000244140625,1485.8025
2025-11-06,1466.699951171875,1476.5199
2025-11-07,1476.800048828125,1469.6262
2025-11-10,1513.5,1471.9799
2025-11-11,1530.300048828125,1493.691
2025-11-12,1551.699951171875,1517.9801
2025-11-13,1541.800048828125,1540.6029
2025-11-14,1502.800048828125,1546.5193
2025-11-17,1507.5999755859375,1525.3374
2025-11-18,1486.4000244140625,1510.735
2025-11-19,1541.0999755859375,1496.3353
2025-11-20,1536.5,1516.0964
2025-11-21,1545.0,1533.2825
2025-11-24,1548.0,1543.4769
2025-11-25,1530.5999755859375,1548.2457
2025-11-26,1557.9000244140625,1540.8
2025-11-27,1566.4000244140625,1547.7988
2025-11-28,1560.0999755859375,1560.4094
2025-12-01,1564.0,1564.3354
2025-12-02,1561.0,1565.5112
2025-12-03,1578.699951171875,1564.3625
2025-12-04,1597.5999755859375,1572.2756
2025-12-05,1616.199951171875,1588.4576
2025-12-08,1610.800048828125,1607.6859
2025-12-09,1599.0,1614.9209
2025-12-10,1584.800048828125,1609.0059
2025-12-11,1598.0,1596.0265
2025-12-12,1598.199951171875,1595.2838
2025-12-15,1606.800048828125,1598.9371
2025-12-16,1592.9000244140625,1605.5831
2025-12-17,1602.0,1602.3755
2025-12-18,1626.800048828125,1602.4104
2025-12-19,1638.699951171875,1616.486
2025-12-22,1689.5999755859375,1633.1902
2025-12-23,1668.300048828125,1666.6659
2025-12-24,1663.4000244140625,1677.522
2025-12-26,1656.0999755859375,1672.6252
2025-12-29,1644.699951171875,1663.8424
2025-12-30,1621.5999755859375,1653.8427
