Date,Actual,LSTM_Pred
2025-07-01,1651.0052490234375,1666.0298
2025-07-02,1661.205078125,1666.7816
2025-07-03,1663.3837890625,1667.8162
2025-07-04,1660.016845703125,1669.0415
2025-07-07,1669.05810546875,1670.096
2025-07-08,1661.7059326171875,1671.5265
2025-07-09,1658.6259765625,1672.6263
2025-07-10,1651.7703857421875,1673.2875
2025-07-11,1661.2091064453125,1673.222
2025-07-14,1671.74072265625,1673.283
2025-07-15,1716.3509521484375,1674.0126
2025-07-16,1690.02197265625,1677.7592
2025-07-17,1692.406494140625,1681.4536
2025-07-18,1682.669677734375,1685.1368
2025-07-21,1681.378173828125,1687.9702
2025-07-22,1667.17041015625,1690.0199
2025-07-23,1671.641357421875,1690.5779
2025-07-24,1681.080078125,1690.4609
2025-07-25,1688.034912109375,1690.4586
2025-07-28,1691.214111328125,1690.9104
2025-07-29,1699.460693359375,1691.7971
2025-07-30,1722.6103515625,1693.3954
2025-07-31,1695.6851806640625,1696.6947
2025-08-01,1619.18212890625,1699.1726
2025-08-04,1631.0052490234375,1696.5317
2025-08-05,1621.566650390625,1691.7885
2025-08-06,1584.90478515625,1685.3438
2025-08-07,1588.0841064453125,1676.0542
2025-08-08,1576.6583251953125,1665.8647
2025-08-11,1598.0196533203125,1655.04
2025-08-12,1611.73046875,1645.8289
2025-08-13,1629.217041015625,1639.012
2025-08-14,1630.806640625,1635.2175
2025-08-18,1622.1627197265625,1633.6821
2025-08-19,1616.10205078125,1633.1895
2025-08-20,1622.5601806640625,1633.0553
2025-08-21,1629.6142578125,1633.5466
2025-08-22,1631.2041015625,1634.7856
2025-08-25,1646.0078125,1636.4807
2025-08-26,1589.971923828125,1639.2406
2025-08-28,1575.466064453125,1639.0526
2025-08-29,1584.2093505859375,1636.2942
2025-09-01,1553.210693359375,1632.6044
2025-09-02,1555.098388671875,1626.6199
2025-09-03,1568.51123046875,1619.763
2025-09-04,1572.088134765625,1613.5863
2025-09-05,1583.3150634765625,1608.4298
2025-09-08,1570.79638671875,1604.9601
2025-09-09,1581.4273681640625,1602.0232
2025-09-10,1583.116455078125,1600.3181
2025-09-11,1599.3111572265625,1599.5797
2025-09-12,1606.1666259765625,1600.4911
2025-09-15,1591.660888671875,1602.7699
2025-09-16,1600.1060791015625,1604.8708
2025-09-17,1609.743408203125,1607.2731
2025-09-18,1637.9600830078125,1610.2527
2025-09-19,1645.3123779296875,1615.0906
2025-09-22,1633.389892578125,1621.1626
2025-09-23,1620.67236328125,1626.8873
2025-09-24,1616.598876953125,1631.2766
2025-09-25,1616.89697265625,1634.2988
2025-09-26,1576.4595947265625,1636.2604
2025-09-29,1579.04296875,1634.9525
2025-09-30,1584.0106201171875,1631.9264
2025-10-01,1625.64013671875,1628.2704
2025-10-03,1620.67236328125,1626.9623
2025-10-06,1644.020751953125,1626.8356
2025-10-07,1642.4310302734375,1628.9554
2025-10-08,1621.06982421875,1632.225
2025-10-09,1647.7962646484375,1634.7372
2025-10-10,1660.1162109375,1638.2821
2025-10-13,1657.63232421875,1642.8861
2025-10-14,1643.7227783203125,1647.67
2025-10-15,1644.418212890625,1651.4238
2025-10-16,1648.29296875,1654.3555
2025-10-17,1668.2633056640625,1656.7845
2025-10-20,1677.7020263671875,1659.9156
2025-10-21,1679.5897216796875,1663.7893
2025-10-23,1678.99365234375,1667.9764
2025-10-24,1688.034912109375,1672.0559
2025-10-27,1682.669677734375,1676.3436
2025-10-28,1676.1123046875,1680.1212
2025-10-29,1704.8258056640625,1682.9515
2025-10-30,1692.406494140625,1686.7277
2025-10-31,1679.788330078125,1689.9994
2025-11-03,1695.3870849609375,1692.0416
2025-11-04,1679.093017578125,1694.1455
2025-11-06,1675.0194091796875,1695.1107
2025-11-07,1680.48388671875,1695.1134
2025-11-10,1686.8426513671875,1694.8418
2025-11-11,1705.0245361328125,1694.7687
2025-11-12,1720.9212646484375,1695.8909
2025-11-13,1726.18701171875,1698.5865
2025-11-14,1745.7598876953125,1702.3715
2025-11-17,1752.5159912109375,1707.7511
2025-11-18,1747.448974609375,1714.1056
2025-11-19,1772.5855712890625,1720.3248
2025-11-20,1765.928955078125,1727.5361
2025-11-21,1768.2139892578125,1734.3749
2025-11-24,1769.3070068359375,1740.6737
2025-11-25,1765.332763671875,1746.2512
2025-11-26,1793.25146484375,1750.7495
2025-11-27,1798.6165771484375,1755.9027
2025-11-28,1819.779052734375,1761.3014
2025-12-01,1795.7353515625,1767.7004
2025-12-02,1787.88623046875,1772.8121
2025-12-03,1795.039794921875,1776.4332
2025-12-04,1806.56494140625,1779.3123
2025-12-05,1793.64892578125,1782.1444
2025-12-08,1784.6075439453125,1783.9515
2025-12-09,1764.5379638671875,1784.5392
2025-12-10,1773.9765625,1783.2064
2025-12-11,1795.5364990234375,1781.3839
2025-12-12,1781.9249267578125,1780.5594
2025-12-15,1785.501708984375,1779.5347
2025-12-16,1769.8037109375,1778.7438
2025-12-17,1781.328857421875,1777.2402
2025-12-18,1734.6322021484375,1776.1305
2025-12-19,1733.638671875,1772.5876
2025-12-22,1758.3779296875,1767.9025
2025-12-23,1744.567626953125,1764.22
2025-12-24,1725.7896728515625,1760.4879
2025-12-26,1708.402587890625,1755.9601
2025-12-29,1706.1173095703125,1750.3082
2025-12-30,1709.0980224609375,1744.2502
