Date,Actual,ARIMA_Pred
2025-07-01,406.5790710449219,408.12123515178104
2025-07-02,404.4732055664063,406.7975447084589
2025-07-03,404.864990234375,404.68958729061364
2025-07-04,404.0813903808594,405.0814525867247
2025-07-07,407.6075134277344,404.29722010418
2025-07-08,408.635986328125,407.82612602030434
2025-07-09,410.83978271484375,408.8551539436777
2025-07-10,408.2931518554688,411.06089939548565
2025-07-11,408.2441711425781,408.5117926940584
2025-07-14,410.7908020019531,408.4626882730533
2025-07-15,413.4353942871094,411.01128206647303
2025-07-16,415.8840637207031,413.65789644919084
2025-07-17,415.2474060058594,416.10869389733307
2025-07-18,414.072021484375,415.4714479848447
2025-07-21,411.4764404296875,414.29463827320694
2025-07-22,407.4606018066406,411.69652637033187
2025-07-23,406.4321594238281,407.6768737524569
2025-07-24,401.5347900390625,406.64739809987657
2025-07-25,400.9960632324219,401.7454922525302
2025-07-28,401.4858093261719,401.20625890627895
2025-07-29,400.0655822753906,401.6960511450456
2025-07-30,399.2330322265625,400.2744249158084
2025-07-31,403.4937438964844,399.44116146532434
2025-08-01,407.9013671875,403.70524765389854
2025-08-04,408.2931518554688,408.11663576298406
2025-08-05,405.6485595703125,408.50846808887565
2025-08-06,403.5426940917969,405.86134628391505
2025-08-07,405.10986328125,403.7534946555042
2025-08-08,405.9913940429688,405.32185656609795
2025-08-11,408.2931518554688,406.2038344186948
2025-08-12,407.8034057617188,408.50756752784076
2025-08-13,405.599609375,408.0173515337828
2025-08-14,403.0039978027344,405.8113974932549
2025-08-18,397.9596862792969,403.213152441896
2025-08-19,400.7022399902344,398.1643111242356
2025-08-20,397.7148132324219,400.9089920482482
2025-08-21,397.22509765625,397.91886650793634
2025-08-22,390.1239013671875,397.42869063289885
2025-08-25,391.1523742675781,390.32098327901076
2025-08-26,395.0702819824219,391.35000876034616
2025-08-28,392.6705627441406,395.27129406025904
2025-08-29,401.3388977050781,392.86941548594854
2025-09-01,397.5189514160156,401.5450253503163
2025-09-02,398.4004821777344,397.7215944117469
2025-09-03,403.2978210449219,398.60357315820295
2025-09-04,407.3626403808594,403.50512104931005
2025-09-05,398.9881591796875,407.5732606090068
2025-09-08,399.1840515136719,399.1913838562564
2025-09-09,401.6327209472656,399.38726709485337
2025-09-10,404.5711364746094,401.8378668174333
2025-09-11,406.5300903320313,404.77862994863375
2025-09-12,405.25677490234375,406.73910448931554
2025-09-15,404.1793518066406,405.46451237380586
2025-09-16,404.6201171875,404.38598327128693
2025-09-17,400.8981018066406,404.82685231526165
2025-09-18,403.1019287109375,401.10155923164285
2025-09-19,402.2203979492188,403.3071031056877
2025-09-22,398.5963745117188,402.4248479957832
2025-09-23,394.9233703613281,398.7973493345869
2025-09-24,392.76849365234375,395.1210158202125
2025-09-25,391.8869934082031,392.9641267404823
2025-09-26,396.7843322753906,392.08191117132446
2025-09-29,398.8901977539063,396.9830604057751
2025-09-30,393.3071899414063,399.09055307438143
2025-10-01,397.2740783691406,393.5026149592479
2025-10-03,396.0007629394531,397.4726924122513
2025-10-06,392.5236206054688,396.1981477203682
2025-10-07,391.5931396484375,392.7178443695151
2025-10-08,391.5441589355469,391.7866530690902
2025-10-09,391.6910705566406,391.7373592122029
2025-10-10,394.5315551757813,391.8841983166638
2025-10-13,391.0544128417969,394.72682988964874
2025-10-14,388.6546936035156,391.2465777321882
2025-10-15,391.6910705566406,388.8448265613188
2025-10-16,396.8333129882813,391.883528434686
2025-10-17,403.6896057128906,397.02990044995266
2025-10-20,404.5711364746094,403.8918124815205
2025-10-21,404.3752746582031,404.77377927494655
2025-10-23,407.41162109375,404.57781505984974
2025-10-24,408.2441711425781,407.6164955067316
2025-10-27,412.01513671875,408.449411537624
2025-10-28,409.3215942382813,412.22355421377426
2025-10-29,412.9456481933594,409.5275282172763
2025-10-30,410.1541442871094,413.15454287072146
2025-10-31,411.7213134765625,410.36038925807304
2025-11-03,405.4526977539063,411.9287234682902
2025-11-04,400.5063171386719,405.65468895953074
2025-11-06,399.1350708007813,400.70400323087597
2025-11-07,395.7558898925781,399.3314461767931
2025-11-10,397.22509765625,395.9492159956371
2025-11-11,398.4984130859375,397.4195524470108
2025-11-12,398.6453247070313,398.69356654541383
2025-11-13,397.3720397949219,398.84056089625284
2025-11-14,399.771728515625,397.5661315205053
2025-11-17,398.7432861328125,399.9676534707839
2025-11-18,397.5189514160156,398.93819434103807
2025-11-19,395.2661437988281,397.71268183302146
2025-11-20,397.1271667480469,395.4579588954381
2025-11-21,399.4779052734375,397.32025150377564
2025-11-24,395.2661437988281,399.6727760389474
2025-11-25,392.5726013183594,395.45736988037424
2025-11-26,394.0418090820313,392.7613831014129
2025-11-27,396.0007629394531,394.23170829336937
2025-11-28,395.9517822265625,396.19212171974686
2025-12-01,395.9517822265625,396.14303832813783
2025-12-02,392.7195434570313,396.1429071331008
2025-12-03,392.2787780761719,392.90764796283923
2025-12-04,394.7763977050781,392.46655336451045
2025-12-05,396.6374206542969,394.9659641141875
2025-12-08,394.0418090820313,396.82835947884814
2025-12-09,392.8174743652344,394.2304374110906
2025-12-10,394.8743591308594,393.004969116947
2025-12-11,394.6294860839844,395.0633848225482
2025-12-12,391.8869934082031,394.81824399191004
2025-12-15,394.0418090820313,392.073267200193
2025-12-16,393.4541320800781,394.22969125296294
2025-12-17,391.5931396484375,393.64153083160636
2025-12-18,392.1808166503906,391.77871828036547
2025-12-19,392.8174743652344,392.36664217124587
2025-12-22,394.4336242675781,393.0036387194295
2025-12-23,398.9881591796875,394.6210609284781
2025-12-24,398.2535705566406,399.17914632548855
2025-12-26,395.8538513183594,398.44397885456544
2025-12-29,394.3356628417969,396.04199519852403
2025-12-30,392.376708984375,394.52241203393936
