Date,Actual,LSTM_Pred
2025-07-01,406.5790710449219,417.16022
2025-07-02,404.4732055664063,417.14087
2025-07-03,404.864990234375,416.86655
2025-07-04,404.0813903808594,416.47342
2025-07-07,407.6075134277344,415.9608
2025-07-08,408.635986328125,415.68616
2025-07-09,410.83978271484375,415.66037
2025-07-10,408.2931518554688,415.98187
2025-07-11,408.2441711425781,416.31003
2025-07-14,410.7908020019531,416.62827
2025-07-15,413.4353942871094,417.10907
2025-07-16,415.8840637207031,417.8537
2025-07-17,415.2474060058594,418.89963
2025-07-18,414.072021484375,420.0092
2025-07-21,411.4764404296875,420.98682
2025-07-22,407.4606018066406,421.59525
2025-07-23,406.4321594238281,421.59537
2025-07-24,401.5347900390625,421.11218
2025-07-25,400.9960632324219,419.9508
2025-07-28,401.4858093261719,418.3989
2025-07-29,400.0655822753906,416.74106
2025-07-30,399.2330322265625,415.03323
2025-07-31,403.4937438964844,413.37772
2025-08-01,407.9013671875,412.23276
2025-08-04,408.2931518554688,411.8585
2025-08-05,405.6485595703125,412.063
2025-08-06,403.5426940917969,412.4479
2025-08-07,405.10986328125,412.77145
2025-08-08,405.9913940429688,413.1482
2025-08-11,408.2931518554688,413.57996
2025-08-12,407.8034057617188,414.18536
2025-08-13,405.599609375,414.80975
2025-08-14,403.0039978027344,415.22784
2025-08-18,397.9596862792969,415.27652
2025-08-19,400.7022399902344,414.6806
2025-08-20,397.7148132324219,413.92374
2025-08-21,397.22509765625,412.86234
2025-08-22,390.1239013671875,411.65775
2025-08-25,391.1523742675781,409.89966
2025-08-26,395.0702819824219,408.01785
2025-08-28,392.6705627441406,406.4951
2025-08-29,401.3388977050781,405.13766
2025-09-01,397.5189514160156,404.69907
2025-09-02,398.4004821777344,404.5913
2025-09-03,403.2978210449219,404.81552
2025-09-04,407.3626403808594,405.6221
2025-09-05,398.9881591796875,407.054
2025-09-08,399.1840515136719,408.1253
2025-09-09,401.6327209472656,408.91495
2025-09-10,404.5711364746094,409.62094
2025-09-11,406.5300903320313,410.42313
2025-09-12,405.25677490234375,411.36844
2025-09-15,404.1793518066406,412.23376
2025-09-16,404.6201171875,412.90222
2025-09-17,400.8981018066406,413.4224
2025-09-18,403.1019287109375,413.5044
2025-09-19,402.2203979492188,413.47113
2025-09-22,398.5963745117188,413.27905
2025-09-23,394.9233703613281,412.71878
2025-09-24,392.76849365234375,411.6838
2025-09-25,391.8869934082031,410.25266
2025-09-26,396.7843322753906,408.6012
2025-09-29,398.8901977539063,407.31564
2025-09-30,393.3071899414063,406.52902
2025-10-01,397.2740783691406,405.7144
2025-10-03,396.0007629394531,405.28784
2025-10-06,392.5236206054688,405.03702
2025-10-07,391.5931396484375,404.6604
2025-10-08,391.5441589355469,404.16425
2025-10-09,391.6910705566406,403.61493
2025-10-10,394.5315551757813,403.07715
2025-10-13,391.0544128417969,402.80804
2025-10-14,388.6546936035156,402.46024
2025-10-15,391.6910705566406,401.9166
2025-10-16,396.8333129882813,401.52353
2025-10-17,403.6896057128906,401.64764
2025-10-20,404.5711364746094,402.6345
2025-10-21,404.3752746582031,404.1843
2025-10-23,407.41162109375,405.98788
2025-10-24,408.2441711425781,408.05908
2025-10-27,412.01513671875,410.1929
2025-10-28,409.3215942382813,412.4875
2025-10-29,412.9456481933594,414.47577
2025-10-30,410.1541442871094,416.39368
2025-10-31,411.7213134765625,417.86893
2025-11-03,405.4526977539063,419.06354
2025-11-04,400.5063171386719,419.47
2025-11-06,399.1350708007813,418.95264
2025-11-07,395.7558898925781,417.75772
2025-11-10,397.22509765625,415.93268
2025-11-11,398.4984130859375,413.95654
2025-11-12,398.6453247070313,412.1315
2025-11-13,397.3720397949219,410.5736
2025-11-14,399.771728515625,409.23642
2025-11-17,398.7432861328125,408.3588
2025-11-18,397.5189514160156,407.77664
2025-11-19,395.2661437988281,407.35458
2025-11-20,397.1271667480469,406.90063
2025-11-21,399.4779052734375,406.60812
2025-11-24,395.2661437988281,406.61517
2025-11-25,392.5726013183594,406.48386
2025-11-26,394.0418090820313,406.0757
2025-11-27,396.0007629394531,405.62756
2025-11-28,395.9517822265625,405.32562
2025-12-01,395.9517822265625,405.135
2025-12-02,392.7195434570313,405.03958
2025-12-03,392.2787780761719,404.76547
2025-12-04,394.7763977050781,404.36917
2025-12-05,396.6374206542969,404.11148
2025-12-08,394.0418090820313,404.10123
2025-12-09,392.8174743652344,404.0539
2025-12-10,394.8743591308594,403.90387
2025-12-11,394.6294860839844,403.8575
2025-12-12,391.8869934082031,403.85376
2025-12-15,394.0418090820313,403.6674
2025-12-16,393.4541320800781,403.5503
2025-12-17,391.5931396484375,403.4303
2025-12-18,392.1808166503906,403.17664
2025-12-19,392.8174743652344,402.905
2025-12-22,394.4336242675781,402.68707
2025-12-23,398.9881591796875,402.64725
2025-12-24,398.2535705566406,403.08374
2025-12-26,395.8538513183594,403.7391
2025-12-29,394.3356628417969,404.31445
2025-12-30,392.376708984375,404.679
