Date,Actual,Transformer_Pred
2025-07-01,1268.75341796875,1313.6642
2025-07-02,1262.791259765625,1305.6362
2025-07-03,1283.1619873046875,1297.2396
2025-07-04,1299.1605224609375,1304.9938
2025-07-07,1302.240966796875,1312.4008
2025-07-08,1275.7093505859375,1314.3605
2025-07-09,1261.4000244140625,1299.6141
2025-07-10,1262.5999755859375,1290.1042
2025-07-11,1254.699951171875,1288.2319
2025-07-14,1250.5999755859375,1280.3352
2025-07-15,1260.9000244140625,1274.2434
2025-07-16,1259.4000244140625,1277.089
2025-07-17,1263.0999755859375,1274.1128
2025-07-18,1257.5,1275.0555
2025-07-21,1259.300048828125,1271.2416
2025-07-22,1240.0,1271.8536
2025-07-23,1247.4000244140625,1259.6676
2025-07-24,1265.5,1262.3145
2025-07-25,1277.9000244140625,1271.8328
2025-07-28,1287.4000244140625,1279.5104
2025-07-29,1299.800048828125,1286.9578
2025-07-30,1292.0999755859375,1297.0232
2025-07-31,1270.300048828125,1295.9559
2025-08-01,1220.5999755859375,1285.5082
2025-08-04,1225.0,1254.7513
2025-08-05,1214.800048828125,1252.5737
2025-08-06,1196.699951171875,1241.0286
2025-08-07,1200.800048828125,1223.8906
2025-08-08,1211.4000244140625,1220.7174
2025-08-11,1219.5,1223.1804
2025-08-12,1220.300048828125,1226.3002
2025-08-13,1253.4000244140625,1226.7024
2025-08-14,1260.4000244140625,1248.2185
2025-08-18,1262.699951171875,1256.2097
2025-08-19,1244.199951171875,1262.1324
2025-08-20,1245.4000244140625,1254.8773
2025-08-21,1276.5999755859375,1257.1677
2025-08-22,1277.5999755859375,1276.5377
2025-08-25,1283.9000244140625,1279.4877
2025-08-26,1263.199951171875,1285.9382
2025-08-28,1259.800048828125,1276.2971
2025-08-29,1260.0999755859375,1275.3606
2025-09-01,1279.9000244140625,1275.935
2025-09-02,1253.699951171875,1288.3109
2025-09-03,1262.199951171875,1274.0782
2025-09-04,1253.0,1279.0267
2025-09-05,1268.0999755859375,1273.338
2025-09-08,1250.5999755859375,1281.6785
2025-09-09,1291.300048828125,1271.4055
2025-09-10,1304.199951171875,1295.5524
2025-09-11,1303.0999755859375,1305.7218
2025-09-12,1316.699951171875,1309.0023
2025-09-15,1300.800048828125,1320.7971
2025-09-16,1310.4000244140625,1315.2949
2025-09-17,1311.4000244140625,1323.1357
2025-09-18,1322.699951171875,1325.4448
2025-09-19,1321.699951171875,1333.2517
2025-09-22,1301.4000244140625,1334.188
2025-09-23,1308.4000244140625,1323.5444
2025-09-24,1298.0999755859375,1327.4609
2025-09-25,1275.199951171875,1321.4281
2025-09-26,1253.0999755859375,1307.0771
2025-09-29,1234.5999755859375,1290.8248
2025-09-30,1223.699951171875,1274.2222
2025-10-01,1244.699951171875,1260.8531
2025-10-03,1248.0999755859375,1267.3566
2025-10-06,1248.5999755859375,1265.7617
2025-10-07,1248.5,1264.2517
2025-10-08,1234.5,1263.4369
2025-10-09,1246.0999755859375,1254.3292
2025-10-10,1264.4000244140625,1260.0712
2025-10-13,1262.4000244140625,1270.6237
2025-10-14,1237.300048828125,1270.4275
2025-10-15,1232.4000244140625,1256.0697
2025-10-16,1240.199951171875,1251.7659
2025-10-17,1255.9000244140625,1254.5198
2025-10-20,1282.0,1262.8053
2025-10-21,1288.699951171875,1278.8356
2025-10-23,1279.4000244140625,1285.8154
2025-10-24,1283.5999755859375,1284.1338
2025-10-27,1284.300048828125,1289.7211
2025-10-28,1289.4000244140625,1292.7626
2025-10-29,1250.9000244140625,1297.8281
2025-10-30,1202.199951171875,1275.8779
2025-10-31,1197.5999755859375,1242.573
2025-11-03,1196.0,1231.809
2025-11-04,1200.0,1222.7625
2025-11-06,1205.199951171875,1219.0479
2025-11-07,1205.4000244140625,1218.4678
2025-11-10,1198.699951171875,1216.6857
2025-11-11,1211.5,1211.3826
2025-11-12,1229.5999755859375,1218.851
2025-11-13,1234.9000244140625,1230.8766
2025-11-14,1246.0,1236.4546
2025-11-17,1244.4000244140625,1246.1837
2025-11-18,1243.800048828125,1248.4292
2025-11-19,1250.199951171875,1250.579
2025-11-20,1248.5999755859375,1256.3282
2025-11-21,1243.9000244140625,1257.2073
2025-11-24,1226.199951171875,1255.8611
2025-11-25,1236.0999755859375,1245.6031
2025-11-26,1248.0,1250.791
2025-11-27,1249.300048828125,1257.6549
2025-11-28,1258.800048828125,1259.3103
2025-12-01,1260.0999755859375,1266.423
2025-12-02,1275.199951171875,1269.2811
2025-12-03,1280.699951171875,1280.4569
2025-12-04,1277.5999755859375,1286.7075
2025-12-05,1275.199951171875,1287.886
2025-12-08,1266.5,1288.9333
2025-12-09,1246.199951171875,1285.3782
2025-12-10,1250.800048828125,1273.2589
2025-12-11,1273.5,1274.4371
2025-12-12,1279.300048828125,1286.819
2025-12-15,1280.5999755859375,1290.8368
2025-12-16,1276.9000244140625,1293.222
2025-12-17,1272.0,1292.863
2025-12-18,1280.0,1291.2511
2025-12-19,1278.199951171875,1296.6891
2025-12-22,1283.4000244140625,1296.4047
2025-12-23,1283.5,1300.066
2025-12-24,1265.800048828125,1300.7516
2025-12-26,1269.300048828125,1290.4039
2025-12-29,1268.5999755859375,1291.4655
2025-12-30,1265.800048828125,1289.9753
