Date,Actual,GRU_Pred
2025-07-01,406.5790710449219,410.80026
2025-07-02,404.4732055664063,410.52692
2025-07-03,404.864990234375,409.77286
2025-07-04,404.0813903808594,408.99005
2025-07-07,407.6075134277344,408.2266
2025-07-08,408.635986328125,408.142
2025-07-09,410.83978271484375,408.5634
2025-07-10,408.2931518554688,409.47437
2025-07-11,408.2441711425781,410.06467
2025-07-14,410.7908020019531,410.37094
2025-07-15,413.4353942871094,410.89093
2025-07-16,415.8840637207031,411.8568
2025-07-17,415.2474060058594,413.26
2025-07-18,414.072021484375,414.54245
2025-07-21,411.4764404296875,415.36475
2025-07-22,407.4606018066406,415.4424
2025-07-23,406.4321594238281,414.55753
2025-07-24,401.5347900390625,413.225
2025-07-25,400.9960632324219,411.18497
2025-07-28,401.4858093261719,409.0616
2025-07-29,400.0655822753906,407.336
2025-07-30,399.2330322265625,405.86212
2025-07-31,403.4937438964844,404.59116
2025-08-01,407.9013671875,404.2509
2025-08-04,408.2931518554688,405.08115
2025-08-05,405.6485595703125,406.3689
2025-08-06,403.5426940917969,407.2124
2025-08-07,405.10986328125,407.34976
2025-08-08,405.9913940429688,407.37592
2025-08-11,408.2931518554688,407.51996
2025-08-12,407.8034057617188,408.0722
2025-08-13,405.599609375,408.66644
2025-08-14,403.0039978027344,408.83585
2025-08-18,397.9596862792969,408.3691
2025-08-19,400.7022399902344,406.90762
2025-08-20,397.7148132324219,405.63998
2025-08-21,397.22509765625,404.25955
2025-08-22,390.1239013671875,402.96533
2025-08-25,391.1523742675781,400.82288
2025-08-26,395.0702819824219,398.74432
2025-08-28,392.6705627441406,397.6591
2025-08-29,401.3388977050781,396.86777
2025-09-01,397.5189514160156,397.64114
2025-09-02,398.4004821777344,398.45502
2025-09-03,403.2978210449219,399.22418
2025-09-04,407.3626403808594,400.591
2025-09-05,398.9881591796875,402.66818
2025-09-08,399.1840515136719,403.46558
2025-09-09,401.6327209472656,403.51025
2025-09-10,404.5711364746094,403.6112
2025-09-11,406.5300903320313,404.2286
2025-09-12,405.25677490234375,405.31958
2025-09-15,404.1793518066406,406.25983
2025-09-16,404.6201171875,406.78928
2025-09-17,400.8981018066406,407.1038
2025-09-18,403.1019287109375,406.7135
2025-09-19,402.2203979492188,406.39124
2025-09-22,398.5963745117188,406.05212
2025-09-23,394.9233703613281,405.20483
2025-09-24,392.76849365234375,403.67322
2025-09-25,391.8869934082031,401.72806
2025-09-26,396.7843322753906,399.77466
2025-09-29,398.8901977539063,398.89825
2025-09-30,393.3071899414063,399.0177
2025-10-01,397.2740783691406,398.69824
2025-10-03,396.0007629394531,398.76358
2025-10-06,392.5236206054688,398.81696
2025-10-07,391.5931396484375,398.30487
2025-10-08,391.5441589355469,397.44876
2025-10-09,391.6910705566406,396.575
2025-10-10,394.5315551757813,395.87518
2025-10-13,391.0544128417969,395.81848
2025-10-14,388.6546936035156,395.54727
2025-10-15,391.6910705566406,394.8113
2025-10-16,396.8333129882813,394.43347
2025-10-17,403.6896057128906,395.1128
2025-10-20,404.5711364746094,397.263
2025-10-21,404.3752746582031,399.8935
2025-10-23,407.41162109375,402.245
2025-10-24,408.2441711425781,404.52258
2025-10-27,412.01513671875,406.54526
2025-10-28,409.3215942382813,408.7163
2025-10-29,412.9456481933594,410.22894
2025-10-30,410.1541442871094,411.73846
2025-10-31,411.7213134765625,412.61703
2025-11-03,405.4526977539063,413.29794
2025-11-04,400.5063171386719,412.85034
2025-11-06,399.1350708007813,411.17786
2025-11-07,395.7558898925781,409.00296
2025-11-10,397.22509765625,406.45816
2025-11-11,398.4984130859375,404.37802
2025-11-12,398.6453247070313,403.05753
2025-11-13,397.3720397949219,402.31036
2025-11-14,399.771728515625,401.71518
2025-11-17,398.7432861328125,401.61118
2025-11-18,397.5189514160156,401.58447
2025-11-19,395.2661437988281,401.3821
2025-11-20,397.1271667480469,400.76654
2025-11-21,399.4779052734375,400.33563
2025-11-24,395.2661437988281,400.44656
2025-11-25,392.5726013183594,400.15695
2025-11-26,394.0418090820313,399.2751
2025-11-27,396.0007629394531,398.47665
2025-11-28,395.9517822265625,398.17728
2025-12-01,395.9517822265625,398.1692
2025-12-02,392.7195434570313,398.28644
2025-12-03,392.2787780761719,397.9315
2025-12-04,394.7763977050781,397.32178
2025-12-05,396.6374206542969,397.08792
2025-12-08,394.0418090820313,397.38336
2025-12-09,392.8174743652344,397.48422
2025-12-10,394.8743591308594,397.25967
2025-12-11,394.6294860839844,397.2315
2025-12-12,391.8869934082031,397.28537
2025-12-15,394.0418090820313,396.9461
2025-12-16,393.4541320800781,396.79614
2025-12-17,391.5931396484375,396.69128
2025-12-18,392.1808166503906,396.33527
2025-12-19,392.8174743652344,396.00024
2025-12-22,394.4336242675781,395.83853
2025-12-23,398.9881591796875,396.04126
2025-12-24,398.2535705566406,397.09164
2025-12-26,395.8538513183594,398.26785
2025-12-29,394.3356628417969,398.91287
2025-12-30,392.376708984375,398.94806
