Date,Actual,Transformer_Pred
2025-07-01,406.5790710449219,410.66934
2025-07-02,404.47320556640625,410.16843
2025-07-03,404.864990234375,409.09702
2025-07-04,404.0813903808594,408.64142
2025-07-07,407.6075134277344,407.8831
2025-07-08,408.635986328125,408.65402
2025-07-09,410.83978271484375,409.08826
2025-07-10,408.29315185546875,410.15253
2025-07-11,408.2441711425781,409.69107
2025-07-14,410.7908020019531,409.68753
2025-07-15,413.4353942871094,410.44324
2025-07-16,415.8840637207031,411.41843
2025-07-17,415.2474060058594,412.69165
2025-07-18,414.072021484375,413.32312
2025-07-21,411.4764404296875,413.63864
2025-07-22,407.4606018066406,413.0834
2025-07-23,406.4321594238281,411.6472
2025-07-24,401.5347900390625,410.85458
2025-07-25,400.9960632324219,408.78522
2025-07-28,401.4858093261719,407.9705
2025-07-29,400.0655822753906,407.51605
2025-07-30,399.2330322265625,406.43613
2025-07-31,403.4937438964844,405.40094
2025-08-01,407.9013671875,405.93674
2025-08-04,408.29315185546875,407.05762
2025-08-05,405.6485595703125,407.51157
2025-08-06,403.5426940917969,407.16037
2025-08-07,405.10986328125,406.62503
2025-08-08,405.99139404296875,406.8827
2025-08-11,408.29315185546875,406.90985
2025-08-12,407.80340576171875,407.65152
2025-08-13,405.599609375,407.93954
2025-08-14,403.0039978027344,407.793
2025-08-18,397.9596862792969,407.13293
2025-08-19,400.7022399902344,405.10202
2025-08-20,397.7148132324219,404.98694
2025-08-21,397.22509765625,403.3251
2025-08-22,390.1239013671875,402.54996
2025-08-25,391.1523742675781,399.93857
2025-08-26,395.0702819824219,399.26843
2025-08-28,392.6705627441406,399.36786
2025-08-29,401.3388977050781,397.88712
2025-09-01,397.5189514160156,399.9353
2025-09-02,398.4004821777344,399.07382
2025-09-03,403.2978210449219,399.6671
2025-09-04,407.3626403808594,401.58258
2025-09-05,398.9881591796875,403.50433
2025-09-08,399.1840515136719,401.53055
2025-09-09,401.6327209472656,401.61627
2025-09-10,404.5711364746094,402.2993
2025-09-11,406.53009033203125,403.33862
2025-09-12,405.25677490234375,404.42606
2025-09-15,404.1793518066406,404.65518
2025-09-16,404.6201171875,404.66632
2025-09-17,400.8981018066406,404.85184
2025-09-18,403.1019287109375,403.66812
2025-09-19,402.22039794921875,404.23767
2025-09-22,398.59637451171875,404.04108
2025-09-23,394.9233703613281,402.9665
2025-09-24,392.76849365234375,401.56494
2025-09-25,391.8869934082031,400.20572
2025-09-26,396.7843322753906,399.02676
2025-09-29,398.89019775390625,399.74548
2025-09-30,393.30718994140625,400.29623
2025-10-01,397.2740783691406,398.80887
2025-10-03,396.0007629394531,399.76584
2025-10-06,392.52362060546875,399.15692
2025-10-07,391.5931396484375,397.70798
2025-10-08,391.5441589355469,396.86526
2025-10-09,391.6910705566406,396.3878
2025-10-10,394.53155517578125,396.08508
2025-10-13,391.0544128417969,396.6734
2025-10-14,388.6546936035156,395.53253
2025-10-15,391.6910705566406,394.45493
2025-10-16,396.83331298828125,394.8233
2025-10-17,403.6896057128906,396.1797
2025-10-20,404.5711364746094,398.75763
2025-10-21,404.3752746582031,400.17706
2025-10-23,407.41162109375,401.27182
2025-10-24,408.2441711425781,403.14047
2025-10-27,412.01513671875,404.30133
2025-10-28,409.32159423828125,406.56256
2025-10-29,412.9456481933594,406.92273
2025-10-30,410.1541442871094,409.23685
2025-10-31,411.7213134765625,409.4417
2025-11-03,405.45269775390625,410.65762
2025-11-04,400.5063171386719,409.03104
2025-11-06,399.13507080078125,407.22153
2025-11-07,395.7558898925781,406.16208
2025-11-10,397.22509765625,404.38626
2025-11-11,398.4984130859375,404.06207
2025-11-12,398.64532470703125,403.89536
2025-11-13,397.3720397949219,403.53238
2025-11-14,399.771728515625,402.76166
2025-11-17,398.7432861328125,403.13733
2025-11-18,397.5189514160156,402.66714
2025-11-19,395.2661437988281,402.1803
2025-11-20,397.1271667480469,401.31064
2025-11-21,399.4779052734375,401.499
2025-11-24,395.2661437988281,401.88022
2025-11-25,392.5726013183594,400.36978
2025-11-26,394.04180908203125,399.2119
2025-11-27,396.0007629394531,399.1654
2025-11-28,395.9517822265625,399.3945
2025-12-01,395.9517822265625,399.13065
2025-12-02,392.71954345703125,398.79965
2025-12-03,392.2787780761719,397.41824
2025-12-04,394.7763977050781,396.6991
2025-12-05,396.6374206542969,396.96924
2025-12-08,394.04180908203125,397.40143
2025-12-09,392.8174743652344,396.7366
2025-12-10,394.8743591308594,396.34213
2025-12-11,394.6294860839844,396.77408
2025-12-12,391.8869934082031,396.60458
2025-12-15,394.04180908203125,395.75253
2025-12-16,393.4541320800781,396.33426
2025-12-17,391.5931396484375,396.24774
2025-12-18,392.1808166503906,395.68655
2025-12-19,392.8174743652344,395.62753
2025-12-22,394.4336242675781,395.5326
2025-12-23,398.9881591796875,395.79626
2025-12-24,398.2535705566406,397.26157
2025-12-26,395.8538513183594,397.572
2025-12-29,394.3356628417969,397.35535
2025-12-30,392.376708984375,397.0972
