Date,Actual,ARIMA_Pred
2025-07-01,1003.5526123046875,996.4112261749674
2025-07-02,990.5350341796875,1004.9463384003035
2025-07-03,991.0836181640625,990.266832010208
2025-07-04,992.1809692382812,989.7211954218443
2025-07-07,991.2332763671875,994.2054246970225
2025-07-08,998.2159423828125,989.9630419869377
2025-07-09,1003.1036987304688,998.0775369343133
2025-07-10,1000.6099243164062,1004.8802947358927
2025-07-11,989.3878784179688,998.5461116755839
2025-07-14,989.0387573242188,989.8256407085786
2025-07-15,995.2732543945312,990.137916888237
2025-07-16,995.6722412109375,993.6804834370954
2025-07-17,990.98388671875,996.81896519577
2025-07-18,976.2705078125,990.8945604158312
2025-07-21,997.7670288085938,974.5935285969687
2025-07-22,1001.058837890625,1000.2946509246955
2025-07-23,1009.6375122070312,1000.1942376998242
2025-07-24,1004.5999755859375,1008.6589817171752
2025-07-25,1002.2999877929688,1006.7157127192949
2025-07-28,1004.25,1000.3366944804962
2025-07-29,1010.7999877929688,1004.6961235402645
2025-07-30,1012.9000244140625,1012.4101368422631
2025-07-31,1009.0999755859375,1010.6854708658722
2025-08-01,1006.0999755859375,1010.2761648134095
2025-08-04,996.0,1006.5192851501844
2025-08-05,988.7999877929688,993.9046786627368
2025-08-06,992.6500244140625,990.5253949860519
2025-08-07,997.7000122070312,992.4190227721396
2025-08-08,986.9500122070312,996.6243546315823
2025-08-11,997.7999877929688,988.3015745229668
2025-08-12,984.9500122070312,997.2048946495046
2025-08-13,990.1500244140625,984.2795618800861
2025-08-14,995.5499877929688,991.3990276798261
2025-08-18,1001.7999877929688,994.9559565208001
2025-08-19,995.5499877929688,1001.7254877916745
2025-08-20,994.0999755859375,996.2044696012931
2025-08-21,995.5999755859375,993.1420016009812
2025-08-22,982.2999877929688,996.2187919174575
2025-08-25,982.0499877929688,982.0340434682607
2025-08-26,973.4000244140625,981.3940493044609
2025-08-28,957.7999877929688,974.1706680907448
2025-08-29,951.5999755859375,956.649017256878
2025-09-01,950.5999755859375,951.6315743512423
2025-09-02,944.5,951.4585150678673
2025-09-03,954.4500122070312,943.1319107013688
2025-09-04,961.25,955.5108773075976
2025-09-05,963.4000244140625,961.7504921624098
2025-09-08,966.0,962.0134515543076
2025-09-09,965.1500244140625,967.4333144500808
2025-09-10,965.9000244140625,964.7338323122906
2025-09-11,967.7999877929688,965.0538083752591
2025-09-12,967.2999877929688,969.368811863866
2025-09-15,967.0499877929688,966.1825705285726
2025-09-16,966.8499755859375,966.9705967132064
2025-09-17,966.5,968.038614728685
2025-09-18,976.9000244140625,965.0818728197622
2025-09-19,966.9000244140625,977.8776592917924
2025-09-22,964.2000122070312,966.9608441680703
2025-09-23,957.2000122070312,962.8274575202425
2025-09-24,951.0499877929688,958.564630025828
2025-09-25,949.8499755859375,950.2605431511216
2025-09-26,945.0499877929688,949.3395767624437
2025-09-29,950.2999877929688,946.2634763358017
2025-09-30,951.0,949.3053065447733
2025-10-01,965.25,951.2598948078518
2025-10-03,965.1500244140625,966.3836787738172
2025-10-06,973.4500122070312,963.8357384759963
2025-10-07,982.5,974.2852443185585
2025-10-08,978.7000122070312,983.2306639802564
2025-10-09,977.0999755859375,977.0693424418554
2025-10-10,980.9000244140625,978.3032563003395
2025-10-13,977.0,981.030419825341
2025-10-14,977.1500244140625,975.6495648076382
2025-10-15,978.25,978.6496238949088
2025-10-16,994.3499755859375,977.6976541358525
2025-10-17,1002.5499877929688,994.1402061107516
2025-10-20,1002.9500122070312,1004.0212775062082
2025-10-21,1007.7000122070312,1001.5159913436364
2025-10-23,1008.7999877929688,1008.244708677787
2025-10-24,994.75,1009.6361278918705
2025-10-27,1002.9500122070312,992.6901421386726
2025-10-28,1003.5499877929688,1004.6448980706617
2025-10-29,1007.8499755859375,1003.6663602577224
2025-10-30,998.1500244140625,1006.2649870537521
2025-10-31,987.2999877929688,999.8221683235487
2025-11-03,992.6500244140625,986.0810974398707
2025-11-04,985.25,992.4016402565327
2025-11-06,984.6500244140625,986.5514028430687
2025-11-07,982.2999877929688,983.0114763185602
2025-11-10,984.5,983.0293485054193
2025-11-11,991.7000122070312,985.1666730469215
2025-11-12,989.5,990.4667133969372
2025-11-13,986.6500244140625,990.5256756374628
