Date,Actual,Prophet_Pred
2025-07-01,1421.03515625,1433.4362572453479
2025-07-02,1416.867431640625,1436.1741446967724
2025-07-03,1414.98193359375,1439.1336390410745
2025-07-04,1431.7525634765625,1441.0434542154949
2025-07-07,1424.706787109375,1452.6770391957973
2025-07-08,1430.9586181640625,1457.080333226592
2025-07-09,1420.93603515625,1459.3309089709023
2025-07-10,1413.1956787109375,1461.5685522085746
2025-07-11,1411.0125732421875,1462.5464563047783
2025-07-14,1412.1041259765625,1470.4286745018603
2025-07-15,1419.844482421875,1473.3780376255017
2025-07-16,1415.4781494140625,1474.1337090250163
2025-07-17,1407.8370361328125,1474.8717033915807
2025-07-18,1414.8826904296875,1474.3798804560715
2025-07-21,1454.576416015625,1478.3368075971916
2025-07-22,1462.316650390625,1480.2210887026608
2025-07-23,1477.2017822265625,1480.0626488996052
2025-07-24,1472.0416259765625,1480.0472562977816
2025-07-25,1465.789794921875,1478.967093451905
2025-07-28,1477.00341796875,1482.1137810425846
2025-07-29,1474.8201904296875,1484.0105759212308
2025-07-30,1471.04931640625,1483.9780750611717
2025-07-31,1470.0570068359375,1484.1807635914608
2025-08-01,1460.3319091796875,1483.3876450407975
2025-08-04,1451.9962158203125,1487.5678408146925
2025-08-05,1433.3402099609375,1489.7892160204417
2025-08-06,1432.54638671875,1490.0371646797078
2025-08-07,1429.271728515625,1490.4599676114658
2025-08-08,1424.9053955078125,1489.814151390064
2025-08-11,1425.5999755859375,1493.9387219954501
2025-08-12,1422.0,1495.9781346485959
2025-08-13,1420.800048828125,1495.9748140614158
2025-08-14,1427.300048828125,1496.0906633741495
2025-08-18,1434.5999755859375,1498.1645944798827
2025-08-19,1436.300048828125,1499.9199379431948
2025-08-20,1430.5999755859375,1499.7056998319742
2025-08-21,1446.0,1499.705223757399
2025-08-22,1436.4000244140625,1498.711135422078
2025-08-25,1433.199951171875,1502.5861889427886
2025-08-26,1416.5999755859375,1504.9070145395729
2025-08-28,1399.0999755859375,1506.2526983844114
2025-08-29,1397.800048828125,1506.2293052423818
2025-09-01,1411.0,1513.520479642621
2025-09-02,1394.199951171875,1517.0492897144052
2025-09-03,1397.0,1518.7312328790154
2025-09-04,1405.5,1520.7021035535358
2025-09-05,1402.800048828125,1521.7005927411385
2025-09-08,1402.699951171875,1531.0757567933497
2025-09-09,1403.699951171875,1534.8589883947068
2025-09-10,1403.9000244140625,1536.5289708174932
2025-09-11,1401.5999755859375,1538.202029533222
2025-09-12,1417.699951171875,1538.6041073901397
2025-09-15,1419.4000244140625,1544.3838623200795
2025-09-16,1421.5999755859375,1546.4015000874283
2025-09-17,1419.199951171875,1546.0597556106525
2025-09-18,1421.699951171875,1545.5087984863608
2025-09-19,1402.199951171875,1543.5151992134988
2025-09-22,1401.5,1541.5667602418916
2025-09-23,1394.300048828125,1541.0103926744187
2025-09-24,1382.699951171875,1538.192030570748
2025-09-25,1375.800048828125,1535.3197155626256
2025-09-26,1359.5999755859375,1531.2158362763994
2025-09-29,1348.0999755859375,1524.6997999088085
2025-09-30,1348.0,1523.3443700908283
2025-10-01,1372.0,1520.1375327932599
2025-10-03,1365.199951171875,1513.6701741306372
2025-10-06,1363.4000244140625,1511.0721567109588
2025-10-07,1375.9000244140625,1511.7779250749159
2025-10-08,1370.300048828125,1510.9465122626855
2025-10-09,1376.199951171875,1510.7515416209733
2025-10-10,1380.300048828125,1509.9644669974834
2025-10-13,1379.4000244140625,1516.5027848955706
2025-10-14,1384.0999755859375,1520.2264030956967
2025-10-15,1398.4000244140625,1522.284923365982
2025-10-16,1417.300048828125,1524.7866789685925
2025-10-17,1436.5999755859375,1526.4422546875971
2025-10-20,1390.300048828125,1538.272557151096
2025-10-21,1382.0,1542.9521493465868
2025-10-23,1363.699951171875,1548.081538567024
2025-10-24,1377.699951171875,1549.343823947199
2025-10-27,1377.5999755859375,1557.470206035683
2025-10-28,1363.0999755859375,1560.184570452954
2025-10-29,1370.4000244140625,1560.5011059720346
2025-10-30,1362.4000244140625,1560.5765550844985
2025-10-31,1345.300048828125,1559.1860114561064
2025-11-03,1346.4000244140625,1559.0084361586935
2025-11-04,1336.9000244140625,1559.0646125758292
2025-11-06,1320.4000244140625,1554.6873714731892
2025-11-07,1343.0,1551.2969077201878
2025-11-10,1348.0,1547.1707030765267
2025-11-11,1358.300048828125,1546.6846699534256
2025-11-12,1358.9000244140625,1544.3709909088122
2025-11-13,1385.9000244140625,1542.4418724595505
2025-11-14,1373.0,1539.711633241394
2025-11-17,1379.0,1539.6392025924304
2025-11-18,1373.4000244140625,1541.0640337386812
2025-11-19,1383.0999755859375,1540.8589071101603
2025-11-20,1383.0,1541.1797062889002
2025-11-21,1369.5,1540.7817865312966
2025-11-24,1368.4000244140625,1547.6040199454699
2025-11-25,1357.800048828125,1551.1023768116047
2025-11-26,1375.0,1552.7722784604482
2025-11-27,1392.199951171875,1554.7260722891629
2025-11-28,1388.800048828125,1555.6824883460094
2025-12-01,1390.0999755859375,1564.6482950966342
2025-12-02,1373.0,1568.1813847040316
2025-12-03,1391.5,1569.54775478235
2025-12-04,1386.699951171875,1570.873271412609
2025-12-05,1392.5,1570.8978426001522
2025-12-08,1389.5999755859375,1575.5561669549318
2025-12-09,1375.199951171875,1577.2780170136996
2025-12-10,1363.5999755859375,1576.7183535224794
2025-12-11,1360.0,1576.0493358959657
2025-12-12,1366.0,1574.0570769288763
2025-12-15,1365.199951171875,1572.966440594818
2025-12-16,1366.0,1573.0010535709278
2025-12-17,1352.4000244140625,1570.921510820808
2025-12-18,1356.800048828125,1568.9233002713609
2025-12-19,1354.0999755859375,1565.809640310705
2025-12-22,1368.5,1562.6763268319696
2025-12-23,1363.0,1562.4642152944753
2025-12-24,1359.800048828125,1560.3374935126533
2025-12-26,1350.4000244140625,1555.654301079235
2025-12-29,1343.300048828125,1554.1054706518644
2025-12-30,1342.5,1554.5635582875364
