Date,Actual,Prophet_Pred
2025-07-01,1003.5526123046876,976.3393457525539
2025-07-02,990.5350341796876,977.491486474181
2025-07-03,991.0836181640624,977.054047875363
2025-07-04,992.1809692382812,977.2484352729689
2025-07-07,991.2332763671876,978.7182647015037
2025-07-08,998.2159423828124,979.5470585309664
2025-07-09,1003.1036987304688,979.2613313930345
2025-07-10,1000.6099243164062,977.4166509724083
2025-07-11,989.3878784179688,976.2664802119083
2025-07-14,989.0387573242188,974.3775809889462
2025-07-15,995.2732543945312,974.398539831836
2025-07-16,995.6722412109376,973.495293839581
2025-07-17,990.98388671875,971.2374673723448
2025-07-18,976.2705078125,969.8875510074087
2025-07-21,997.7670288085938,968.6900071125857
2025-07-22,1001.058837890625,969.3481220454992
2025-07-23,1009.6375122070312,969.2607825184114
2025-07-24,1004.5999755859376,967.9758905519568
2025-07-25,1002.2999877929688,967.730318895681
2025-07-28,1004.25,970.3346227905272
2025-07-29,1010.7999877929688,972.3143015096834
2025-07-30,1012.9000244140624,973.5200364407934
2025-07-31,1009.0999755859376,973.4674702532319
2025-08-01,1006.0999755859376,974.3631998012665
2025-08-04,996.0,979.588921929253
2025-08-05,988.7999877929688,982.1096588601462
2025-08-06,992.6500244140624,983.669375598362
2025-08-07,997.7000122070312,983.7791704292408
2025-08-08,986.9500122070312,984.6465551076187
2025-08-11,997.7999877929688,988.7317997123025
2025-08-12,984.9500122070312,990.5745641994911
2025-08-13,990.1500244140624,991.3448869595273
2025-08-14,995.5499877929688,990.5812801904542
2025-08-18,1001.7999877929688,991.8065157306502
2025-08-19,995.5499877929688,992.8124561470654
2025-08-20,994.0999755859376,992.8410354017064
2025-08-21,995.5999755859376,991.4547420928399
2025-08-22,982.2999877929688,990.9108545379985
2025-08-25,982.0499877929688,991.7141379125045
2025-08-26,973.4000244140624,992.9005480686382
2025-08-28,957.7999877929688,992.3926637394793
2025-08-29,951.5999755859376,992.4920959064342
2025-09-01,950.5999755859376,995.8475282417282
2025-09-02,944.5,998.0014273136371
2025-09-03,954.4500122070312,999.3516711932224
2025-09-04,961.25,999.417898416776
2025-09-05,963.4000244140624,1000.4097398468516
2025-09-08,966.0,1005.8008080862821
2025-09-09,965.1500244140624,1008.3337752351874
2025-09-10,965.9000244140624,1009.8801815784706
2025-09-11,967.7999877929688,1009.9468970927262
2025-09-12,967.2999877929688,1010.736196316852
2025-09-15,967.0499877929688,1014.3136771227648
2025-09-16,966.8499755859376,1015.8728199770269
2025-09-17,966.5,1016.2906619197831
2025-09-18,976.9000244140624,1015.0992698600012
2025-09-19,966.9000244140624,1014.53009586702
2025-09-22,964.2000122070312,1013.7645950898802
2025-09-23,957.2000122070312,1013.9063456183453
2025-09-24,951.0499877929688,1012.9822004017276
2025-09-25,949.8499755859376,1010.5586302914928
2025-09-26,945.0499877929688,1008.89897105075
2025-09-29,950.2999877929688,1005.9752521803732
2025-09-30,951.0,1005.8327591402021
2025-10-01,965.25,1004.8602757033844
2025-10-03,965.1500244140624,1001.3900583422461
2025-10-06,973.4500122070312,1001.0088989106309
2025-10-07,982.5,1002.0673061953553
2025-10-08,978.7000122070312,1002.4254161853007
2025-10-09,977.0999755859376,1001.6180999806669
2025-10-10,980.9000244140624,1001.8685356372908
2025-10-13,977.0,1005.9319617093017
2025-10-14,977.1500244140624,1008.3435258829516
2025-10-15,978.25,1009.9334874078778
2025-10-16,994.3499755859376,1010.2070985316981
2025-10-17,1002.5499877929688,1011.3621742382339
2025-10-20,1002.9500122070312,1016.9052240918064
2025-10-21,1007.7000122070312,1019.3684542672677
2025-10-23,1008.7999877929688,1020.682542007864
2025-10-24,994.75,1021.2605727694827
2025-10-27,1002.9500122070312,1024.1189297299934
2025-10-28,1003.5499877929688,1025.465539948122
2025-10-29,1007.8499755859376,1025.7147046775353
2025-10-30,998.1500244140624,1024.4169050916369
2025-10-31,987.2999877929688,1023.8213453564882
2025-11-03,992.6500244140624,1023.61261904226
2025-11-04,985.25,1024.1931327618588
2025-11-06,984.6500244140624,1022.1475885073631
2025-11-07,982.2999877929688,1021.3550117450396
2025-11-10,984.5,1021.8467862926371
2025-11-11,991.7000122070312,1023.0812780733919
2025-11-12,989.5,1023.5813089110572
2025-11-13,986.6500244140624,1022.8975732060745
2025-11-14,989.5999755859376,1023.269730998673
2025-11-17,996.5499877929688,1027.8526602486531
2025-11-18,992.4500122070312,1030.5411560454602
2025-11-19,994.5999755859376,1032.4831998456398
2025-11-20,1008.8499755859376,1033.1954641535087
2025-11-21,998.0499877929688,1034.8850235371885
2025-11-24,999.1500244140624,1042.661434536872
2025-11-25,989.7999877929688,1046.0836339701596
2025-11-26,1003.9000244140624,1048.5659062551863
