Date,Actual,LSTM_Pred
2025-07-01,1003.5526123046875,986.9244
2025-07-02,990.5350341796875,992.09143
2025-07-03,991.0836181640625,992.5734
2025-07-04,992.1809692382812,990.7305
2025-07-07,991.2332763671875,988.39764
2025-07-08,998.2159423828125,986.1873
2025-07-09,1003.1036987304688,985.96436
2025-07-10,1000.6099243164062,987.8141
2025-07-11,989.3878784179688,989.7859
2025-07-14,989.0387573242188,989.08777
2025-07-15,995.2732543945312,987.08325
2025-07-16,995.6722412109375,986.14624
2025-07-17,990.98388671875,986.0886
2025-07-18,976.2705078125,985.5387
2025-07-21,997.7670288085938,981.8308
2025-07-22,1001.058837890625,981.6733
2025-07-23,1009.6375122070312,984.12384
2025-07-24,1004.5999755859375,989.0559
2025-07-25,1002.2999877929688,993.07947
2025-07-28,1004.25,995.2513
2025-07-29,1010.7999877929688,996.41296
2025-07-30,1012.9000244140625,998.15393
2025-07-31,1009.0999755859375,1000.26154
2025-08-01,1006.0999755859375,1001.3547
2025-08-04,996.0,1001.10443
2025-08-05,988.7999877929688,998.23645
2025-08-06,992.6500244140625,993.2066
2025-08-07,997.7000122070312,988.9285
2025-08-08,986.9500122070312,987.0294
2025-08-11,997.7999877929688,984.59503
2025-08-12,984.9500122070312,984.57556
2025-08-13,990.1500244140625,983.1842
2025-08-14,995.5499877929688,982.3981
2025-08-18,1001.7999877929688,983.2083
2025-08-19,995.5499877929688,985.92615
2025-08-20,994.0999755859375,987.7258
2025-08-21,995.5999755859375,988.3257
2025-08-22,982.2999877929688,988.4869
2025-08-25,982.0499877929688,985.7206
2025-08-26,973.4000244140625,981.9818
2025-08-28,957.7999877929688,976.8058
2025-08-29,951.5999755859375,968.7581
2025-09-01,950.5999755859375,959.6116
2025-09-02,944.5,951.72107
2025-09-03,954.4500122070312,945.0008
2025-09-04,961.25,942.57904
2025-09-05,963.4000244140625,944.45166
2025-09-08,966.0,948.4829
2025-09-09,965.1500244140625,953.10077
2025-09-10,965.9000244140625,956.6866
2025-09-11,967.7999877929688,959.0467
2025-09-12,967.2999877929688,960.66254
2025-09-15,967.0499877929688,961.466
2025-09-16,966.8499755859375,961.6399
2025-09-17,966.5,961.42487
2025-09-18,976.9000244140625,960.9972
2025-09-19,966.9000244140625,962.7569
2025-09-22,964.2000122070312,963.18353
2025-09-23,957.2000122070312,962.19
2025-09-24,951.0499877929688,959.2016
2025-09-25,949.8499755859375,954.54083
2025-09-26,945.0499877929688,949.81696
2025-09-29,950.2999877929688,945.14124
2025-09-30,951.0,942.7016
2025-10-01,965.25,942.1765
2025-10-03,965.1500244140625,945.80615
2025-10-06,973.4500122070312,950.6957
2025-10-07,982.5,956.7409
2025-10-08,978.7000122070312,963.84
2025-10-09,977.0999755859375,969.05585
2025-10-10,980.9000244140625,971.78326
2025-10-13,977.0,973.4519
2025-10-14,977.1500244140625,973.4778
2025-10-15,978.25,972.71594
2025-10-16,994.3499755859375,971.9822
2025-10-17,1002.5499877929688,974.78986
2025-10-20,1002.9500122070312,980.49664
2025-10-21,1007.7000122070312,986.4161
2025-10-23,1008.7999877929688,992.0129
2025-10-24,994.75,996.43115
2025-10-27,1002.9500122070312,996.53485
2025-10-28,1003.5499877929688,996.0862
2025-10-29,1007.8499755859375,995.6526
2025-10-30,998.1500244140625,996.21405
2025-10-31,987.2999877929688,995.2396
2025-11-03,992.6500244140625,991.4939
2025-11-04,985.25,988.20135
2025-11-06,984.6500244140625,984.3976
2025-11-07,982.2999877929688,981.02985
2025-11-10,984.5,978.14465
2025-11-11,991.7000122070312,976.5868
2025-11-12,989.5,977.5346
2025-11-13,986.6500244140625,979.08496
2025-11-14,989.5999755859375,979.957
2025-11-17,996.5499877929688,980.8599
2025-11-18,992.4500122070312,983.0065
2025-11-19,994.5999755859375,984.4928
2025-11-20,1008.8499755859375,985.7285
2025-11-21,998.0499877929688,989.44995
2025-11-24,999.1500244140625,991.4645
2025-11-25,989.7999877929688,992.3548
2025-11-26,1003.9000244140625,990.62024
2025-11-27,1009.5,990.7703
2025-11-28,1007.5999755859375,993.03455
2025-12-01,1002.0999755859375,995.49036
2025-12-02,989.7999877929688,996.37787
2025-12-03,1000.5,993.8095
2025-12-04,997.2000122070312,992.17615
2025-12-05,1003.2999877929688,990.77625
2025-12-08,1003.0999755859375,991.0331
2025-12-09,997.0999755859375,992.0389
2025-12-10,989.7999877929688,991.976
2025-12-11,1000.2999877929688,989.88776
2025-12-12,1001.5,989.33215
2025-12-15,996.0999755859375,989.9679
2025-12-16,994.2999877929688,989.9763
2025-12-17,984.0,989.2694
2025-12-18,979.7000122070312,986.26105
2025-12-19,985.5,981.8295
2025-12-22,987.7000122070312,978.8342
2025-12-23,996.5999755859375,977.7366
2025-12-24,997.2000122070312,979.68
2025-12-26,992.0999755859375,982.83325
2025-12-29,991.7000122070312,984.7969
2025-12-30,990.9000244140625,985.5983
