Date,Actual,Transformer_Pred
2025-07-01,3344.597900390625,3367.147
2025-07-02,3338.3564453125,3349.4814
2025-07-03,3316.4150390625,3345.5557
2025-07-04,3334.943603515625,3330.0999
2025-07-07,3327.044677734375,3339.4941
2025-07-08,3321.680908203125,3332.261
2025-07-09,3299.837158203125,3326.5894
2025-07-10,3298.08154296875,3309.3892
2025-07-11,3184.9599609375,3304.2192
2025-07-14,3142.734375,3222.5498
2025-07-15,3171.599853515625,3183.4783
2025-07-16,3163.576171875,3188.4468
2025-07-17,3140.18994140625,3172.5818
2025-07-18,3121.304931640625,3150.7
2025-07-21,3090.28662109375,3132.504
2025-07-22,3091.65673828125,3106.193
2025-07-23,3110.7373046875,3098.608
2025-07-24,3080.30615234375,3102.6318
2025-07-25,3068.368408203125,3079.768
2025-07-28,3013.083251953125,3068.6868
2025-07-29,2990.284423828125,3031.2244
2025-07-30,2987.93603515625,3010.583
2025-07-31,2971.497314453125,3000.8157
2025-08-01,2938.424072265625,2984.399
2025-08-04,3008.28857421875,2960.7463
2025-08-05,2998.014404296875,2992.8218
2025-08-06,2967.093994140625,2984.5032
2025-08-07,2981.47802734375,2966.0989
2025-08-08,2971.105712890625,2971.404
2025-08-11,2975.411376953125,2963.1199
2025-08-12,2970.127197265625,2963.3918
2025-08-13,2970.91015625,2959.5994
2025-08-14,2957.30908203125,2959.4172
2025-08-18,2946.44775390625,2951.7402
2025-08-19,2951.34033203125,2944.634
2025-08-20,3031.96826171875,2944.948
2025-08-21,3035.882568359375,2988.932
2025-08-22,2988.327392578125,2993.6016
2025-08-25,3073.065185546875,2970.4282
2025-08-26,3089.308349609375,3021.316
2025-08-28,3027.173583984375,3034.5005
2025-08-29,3018.3671875,3003.5935
2025-09-01,3045.667236328125,3001.2178
2025-09-02,3044.5908203125,3017.5403
2025-09-03,3030.891845703125,3017.547
2025-09-04,3029.130859375,3010.7576
2025-09-05,2982.75,3010.2053
2025-09-08,2954.080078125,2982.2117
2025-09-09,2983.826171875,2962.0483
2025-09-10,3043.123291015625,2974.1838
2025-09-11,3057.017822265625,3005.1924
2025-09-12,3066.02001953125,3014.2192
2025-09-15,3044.982177734375,3023.7366
2025-09-16,3078.0556640625,3015.837
2025-09-17,3104.57275390625,3037.482
2025-09-18,3108.388916015625,3055.8594
2025-09-19,3101.050048828125,3062.5686
2025-09-22,3007.70166015625,3063.4172
2025-09-23,2996.546630859375,3010.4536
2025-09-24,2970.127197265625,3000.7542
2025-09-25,2893.804443359375,2978.2551
2025-09-26,2836.758544921875,2925.8242
2025-09-29,2833.82275390625,2884.321
2025-09-30,2826.288330078125,2870.9175
2025-10-01,2851.53369140625,2855.8855
2025-10-03,2839.498046875,2860.5051
2025-10-06,2924.137939453125,2848.5774
2025-10-07,2909.75390625,2890.3914
2025-10-08,2962.103515625,2882.682
2025-10-09,2995.86181640625,2914.2102
2025-10-10,2963.179931640625,2938.3735
2025-10-13,2942.533935546875,2926.1343
2025-10-14,2896.642333984375,2919.0574
2025-10-15,2916.7763671875,2894.675
2025-10-16,2917.66015625,2903.9045
2025-10-17,2909.311767578125,2902.2466
2025-10-20,2961.365478515625,2896.133
2025-10-21,2953.017333984375,2924.8608
2025-10-23,3018.330078125,2921.382
2025-10-24,3008.508544921875,2960.9607
2025-10-27,3029.821044921875,2960.366
2025-10-28,3003.30322265625,2978.644
2025-10-29,3003.0087890625,2969.396
2025-10-30,2981.106689453125,2973.468
2025-10-31,3003.4013671875,2963.2307
2025-11-03,2962.93701171875,2976.957
2025-11-04,2936.81201171875,2953.7983
2025-11-06,2957.142333984375,2937.2056
2025-11-07,2938.383544921875,2945.594
2025-11-10,2971.18701171875,2931.3713
2025-11-11,2992.597900390625,2947.4788
2025-11-12,3075.8837890625,2959.2852
2025-11-13,3050.249755859375,3010.4534
2025-11-14,3050.54443359375,3001.5774
2025-11-17,3046.812255859375,3008.6516
2025-11-18,3031.98193359375,3011.7534
2025-11-19,3091.499755859375,3005.692
2025-11-20,3088.65185546875,3043.7317
2025-11-21,3094.34814453125,3046.014
2025-11-24,3085.115966796875,3054.699
2025-11-25,3063.5087890625,3053.4805
2025-11-26,3106.428466796875,3042.58
2025-11-27,3080.59814453125,3069.6155
2025-11-28,3081.48193359375,3054.5222
2025-12-01,3077.455078125,3056.1284
2025-12-02,3079.714111328125,3054.5227
2025-12-03,3123.22314453125,3055.8896
2025-12-04,3171.544677734375,3083.4258
2025-12-05,3180.384033203125,3117.4033
2025-12-08,3178.71435546875,3130.3267
2025-12-09,3151.01806640625,3138.121
2025-12-10,3132.259033203125,3127.1624
2025-12-11,3134.91064453125,3118.1208
2025-12-12,3163.0,3120.1367
2025-12-15,3172.52685546875,3138.515
2025-12-16,3147.875244140625,3146.6248
2025-12-17,3160.348388671875,3133.464
2025-12-18,3222.2236328125,3143.3625
2025-12-19,3223.402099609375,3185.4912
2025-12-22,3265.5361328125,3190.0764
2025-12-23,3250.902099609375,3224.1743
2025-12-24,3259.741455078125,3222.646
2025-12-26,3221.437744140625,3235.6658
2025-12-29,3193.446533203125,3214.6436
2025-12-30,3188.83056640625,3196.8042
